"lga","acc_year","acc_month","acc_nos","acc_vehicles","acc_persons","acc_cyclists","acc_females","acc_males","acc_deaths","acc_injs","acc_avgage","acc_avgsev","acc_lat","acc_long","acc_citydist","acc_date","acc_genderbal"
"Yarra","2006","3","25","50","62","7","13","39","0","28","34.7759","1.2000","-37.807538932863764","144.995223207378","3.1320516063893113","15/03/2006","26"
"Darebin","2006","3","20","35","60","4","18","32","1","26","29.8333","1.4500","-37.74521370014932","145.00326226302724","8.399800942406545","15/03/2006","14"
"Bayside","2006","3","15","29","43","2","18","18","0","19","43.1795","1.4667","-37.92334927683641","145.01267219245247","13.145372939321998","15/03/2006","0"
"Stonnington","2006","3","28","49","68","7","22","31","0","32","25.8167","1.4286","-37.855895388074224","145.02453997851623","7.423231282329539","15/03/2006","9"
"Mitchell","2006","3","9","13","15","0","4","10","0","12","44.6667","1.6667","-37.31188401133503","145.0245682116798","55.969835254390205","15/03/2006","6"
"Mornington Peninsula","2006","3","42","69","111","6","54","54","1","68","29.4818","1.6667","-38.29660431905599","145.03180073227009","54.179075761401414","15/03/2006","0"
"Glen Eira","2006","3","21","34","50","4","16","27","0","31","35.4000","1.4286","-37.89827139995199","145.03877993603868","11.76076721814165","15/03/2006","11"
"Whittlesea","2006","3","27","42","55","1","16","35","1","33","32.3019","1.5185","-37.631506210211214","145.05589305748606","21.830036138135828","15/03/2006","19"
"Boroondara","2006","3","24","45","53","6","14","31","0","26","31.2292","1.3333","-37.8165486224219","145.0645928341186","9.184142745615471","15/03/2006","17"
"Banyule","2006","3","21","45","54","1","20","28","0","29","34.1346","1.2857","-37.733596839119784","145.0758065345802","13.437361132081353","15/03/2006","8"
"Kingston","2006","3","29","62","84","1","30","45","0","45","37.8734","1.3793","-37.985379886142574","145.09969886697877","22.778500697283015","15/03/2006","15"
"Monash","2006","3","35","75","92","3","40","49","1","48","36.3111","1.5429","-37.90080955501667","145.13147235008137","17.953635067327337","15/03/2006","9"
"Manningham","2006","3","22","37","46","1","18","24","0","30","34.7674","1.4545","-37.775546304880606","145.13756687453284","16.1248381655667","15/03/2006","6"
"Whitehorse","2006","3","29","60","78","2","36","38","2","44","37.4868","1.5862","-37.82890020645347","145.14802958979098","16.600655155208926","15/03/2006","2"
"Frankston","2006","3","20","37","48","3","18","27","0","27","34.5319","1.3500","-38.138514520411775","145.14915290986445","39.84297783178572","15/03/2006","9"
"Greater Dandenong","2006","3","36","74","100","4","42","52","1","53","30.0722","1.5556","-37.980121910791794","145.19133526645146","27.53741693904532","15/03/2006","10"
"Nillumbik","2006","3","14","22","29","0","14","14","0","18","28.6207","1.5000","-37.64646124730756","145.20337194572647","28.265414985719058","15/03/2006","0"
"Knox","2006","3","31","57","84","2","30","45","1","43","29.2911","1.4194","-37.87996628860331","145.25159575514402","26.662572335446256","15/03/2006","15"
"Maroondah","2006","3","21","39","52","2","27","19","0","27","32.7800","1.2381","-37.80425379171193","145.25710573048087","26.103723589463304","15/03/2006","-8"
"Casey","2006","3","47","85","109","2","48","58","0","67","29.0550","1.4255","-38.05198287880696","145.28409908783775","38.92905758740447","15/03/2006","10"
"Greater Shepparton","2006","3","24","45","65","5","26","34","2","35","32.8889","1.3750","-36.388494419074576","145.4103681293285","163.3127262872641","15/03/2006","8"
"Bass Coast","2006","3","6","9","11","0","4","6","0","9","28.8000","1.5000","-38.49664440223446","145.42494865438445","86.23459487568903","15/03/2006","2"
"Yarra Ranges","2006","3","36","53","76","2","29","42","1","44","28.7568","1.5000","-37.78276505260262","145.4424329577238","42.5044022497144","15/03/2006","13"
"Strathbogie","2006","3","3","3","4","0","0","4","0","3","23.5000","1.6667","-36.77752211808283","145.4814238950173","123.99146567365395","15/03/2006","4"
"Murrindindi","2006","3","14","19","24","0","4","18","0","14","39.2609","1.1429","-37.36534935576348","145.50706882173992","69.25190652885404","15/03/2006","14"
"Cardinia","2006","3","18","29","43","0","20","23","0","29","30.0465","1.7222","-38.0381616687921","145.53573864722728","56.370184065612015","15/03/2006","3"
"Moira","2006","3","6","8","12","0","5","6","2","6","38.7500","1.8333","-36.05495215504913","145.61462593838118","203.91665658368132","15/03/2006","1"
"South Gippsland","2006","3","4","5","9","0","5","4","0","4","29.6667","1.2500","-38.477440143651975","145.90458802494726","110.8392126722821","15/03/2006","-1"
"Benalla","2006","3","1","1","2","0","0","1","0","1","51.0000","1.0000","-36.57934361328533","145.96080575625254","163.28198084522847","15/03/2006","1"
"Baw Baw","2006","3","10","15","26","0","10","16","0","22","28.0769","1.4000","-38.05004944545517","146.0110374310969","95.87254973020052","15/03/2006","6"
"Mansfield","2006","3","7","10","11","3","3","8","0","9","37.6364","1.5714","-37.16582839774842","146.0650575134893","121.14299821701778","15/03/2006","5"
"Wangaratta","2006","3","7","8","9","1","6","3","0","8","53.0000","1.5714","-36.34545707912634","146.37924566969917","206.06114016767987","15/03/2006","-3"
"Latrobe","2006","3","13","20","32","1","12","20","0","16","36.6875","1.2308","-38.2353664412133","146.42782917280266","136.88107078643276","15/03/2006","8"
"Indigo","2006","3","2","2","3","0","1","2","0","3","33.0000","1.5000","-36.26954719501592","146.65349346779738","228.08975942245283","15/03/2006","1"
"Wodonga","2006","3","5","8","14","1","7","7","0","5","31.9286","1.2000","-36.11533096986634","146.88083322569094","254.4259582776955","15/03/2006","0"
"Alpine","2006","3","8","11","19","0","7","12","0","14","38.6316","1.7500","-36.76892813642532","146.92523582750997","209.00925672406686","15/03/2006","5"
"Wellington","2006","3","11","13","18","1","5","13","0","13","31.8889","1.4545","-38.04975507954679","147.05235433015127","185.3762597990152","15/03/2006","8"
"East Gippsland","2006","3","13","21","30","3","11","17","0","21","35.4333","1.4615","-37.57807487581434","147.84868187665867","255.4725847350675","15/03/2006","6"
"West Wimmera","2006","4","2","2","6","0","5","1","0","2","19.1667","1.5000","-36.94589365754297","141.43802729193268","325.769734999856","15/04/2006","-4"
"Glenelg","2006","4","3","3","3","0","0","3","0","3","29.0000","1.3333","-38.127991451037175","141.6452393671227","292.67198721469003","15/04/2006","3"
"Southern Grampians","2006","4","2","2","2","0","1","0","0","2","9.0000","1.5000","-37.84306523558405","141.89899911034905","268.8651137723319","15/04/2006","-1"
"Hindmarsh","2006","4","1","1","1","0","0","1","0","1","42.0000","1.0000","-35.70575489276137","141.93736908058247","356.8903750993202","15/04/2006","1"
"Mildura","2006","4","7","11","16","0","8","7","0","9","30.1875","1.2857","-34.280479043939486","142.15605870723314","466.64625974077654","15/04/2006","-1"
"Horsham","2006","4","4","6","17","0","8","8","0","5","25.3750","1.5000","-36.78243513063773","142.20483030213126","269.2865703506665","15/04/2006","0"
"Moyne","2006","4","3","4","8","1","3","4","1","6","19.8750","1.6667","-38.32123507175605","142.4318611921961","228.43642252321746","15/04/2006","1"
"Warrnambool","2006","4","5","10","17","2","8","7","0","6","32.4118","1.2000","-38.3761836907618","142.49006428456056","225.04900226241318","15/04/2006","-1"
"Ararat","2006","4","2","2","2","0","1","1","0","2","25.0000","1.5000","-37.48660155127381","142.93257687551625","182.14808683201488","15/04/2006","0"
"Corangamite","2006","4","5","7","12","0","1","8","0","8","27.7500","1.6000","-38.49548913103333","143.0252339276918","185.4386381868813","15/04/2006","7"
"Buloke","2006","4","1","1","2","0","0","2","0","1","32.0000","2.0000","-36.20029315558366","143.1003846848783","243.7395830765597","15/04/2006","2"
"Northern Grampians","2006","4","3","4","5","0","3","2","0","4","45.6000","1.3333","-36.83510061228819","143.10915073064984","196.4733598528644","15/04/2006","-1"
"Pyrenees","2006","4","2","3","42","0","22","19","2","11","37.0714","2.0000","-37.470606868102976","143.440370363599","139.1139930557659","15/04/2006","-3"
"Swan Hill","2006","4","4","7","8","0","0","8","0","5","40.6250","1.5000","-35.318100519609196","143.54419385579348","304.83504000802884","15/04/2006","8"
"Colac-Otway","2006","4","11","17","23","1","5","17","0","13","34.0435","1.3636","-38.4685711508301","143.56573290556182","142.09342337382265","15/04/2006","12"
"Central Goldfields","2006","4","4","6","11","0","6","3","0","4","40.8000","1.2500","-36.971048882199604","143.71208376792623","144.61637335065245","15/04/2006","-3"
"Ballarat","2006","4","21","43","68","1","29","35","0","40","27.1045","1.3333","-37.56358288797702","143.84086571645744","102.30987015965945","15/04/2006","6"
"Golden Plains","2006","4","3","3","4","0","1","2","0","3","29.7500","1.0000","-37.79410144808927","143.8910232095686","93.95343033617176","15/04/2006","1"
"Gannawarra","2006","4","2","2","6","0","1","4","0","4","25.6000","1.0000","-35.79711083747847","143.92856511143802","242.2005267983785","15/04/2006","3"
"Mount Alexander","2006","4","8","12","17","0","8","7","0","11","30.2500","1.3750","-37.05003399229556","144.17130158961473","109.7367352708963","15/04/2006","-1"
"Hepburn","2006","4","4","5","8","0","4","4","0","5","24.6250","1.2500","-37.30930087345176","144.23576771976474","84.90797153463036","15/04/2006","0"
"Surf Coast","2006","4","4","7","10","0","5","5","0","9","30.2000","1.7500","-38.28359583737153","144.23722169481388","82.15702656220446","15/04/2006","0"
"Greater Bendigo","2006","4","21","37","45","1","18","22","3","24","33.9333","1.7619","-36.7599372075661","144.28543158797808","131.39528766581128","15/04/2006","4"
"Greater Geelong","2006","4","29","47","72","2","28","37","1","40","35.6812","1.5172","-38.14027528221272","144.38192069583835","62.418152779274976","15/04/2006","9"
"Moorabool","2006","4","3","3","6","0","3","2","0","3","30.0000","1.3333","-37.69071076074777","144.47841920055825","44.47088471661089","15/04/2006","-1"
"Macedon Ranges","2006","4","6","6","6","0","1","5","0","6","40.0000","1.6667","-37.35521684454503","144.5474466112686","62.526622585900554","15/04/2006","4"
"Melton","2006","4","18","31","42","0","21","18","0","25","27.9286","1.4444","-37.70894776843713","144.64607847305626","29.9208020592941","15/04/2006","-3"
"Wyndham","2006","4","27","51","65","0","17","43","0","36","37.3387","1.4444","-37.87326540461756","144.70394724110795","23.486368784912447","15/04/2006","26"
"Campaspe","2006","4","12","17","28","0","10","15","0","17","38.6400","1.5833","-36.291446538525186","144.78013830882367","169.9012750333334","15/04/2006","5"
"Brimbank","2006","4","34","73","100","0","29","55","0","46","30.3368","1.4118","-37.748543619827046","144.79952079754372","15.81450769751104","15/04/2006","26"
"Hobsons Bay","2006","4","15","29","38","2","12","19","0","17","30.9459","1.2000","-37.85373981992962","144.82022353030203","13.11177291311692","15/04/2006","7"
"Hume","2006","4","32","64","79","1","20","51","0","37","29.8442","1.3438","-37.64375734288003","144.8780540601753","20.119007869848737","15/04/2006","31"
"Maribyrnong","2006","4","13","24","29","0","7","16","0","13","35.2308","1.3846","-37.7985181651026","144.88289353605037","6.967336039732723","15/04/2006","9"
"Moonee Valley","2006","4","17","30","38","2","12","21","0","20","31.0857","1.4118","-37.75694209733729","144.9097676107584","7.61337749149435","15/04/2006","9"
"Mitchell","2006","4","8","8","10","0","3","7","0","9","39.0000","1.5000","-37.20362565470896","144.94301276466916","67.73583472581838","15/04/2006","4"
"Moreland","2006","4","40","71","108","3","38","59","0","55","32.9200","1.3750","-37.7376829029568","144.95205530884743","8.36487137197111","15/04/2006","21"
"Melbourne","2006","4","64","114","176","14","55","97","0","80","28.0559","1.3281","-37.81153704398286","144.96298256151132","0.2765149901653604","15/04/2006","42"
"Port Phillip","2006","4","26","39","56","4","14","30","0","31","31.7708","1.5385","-37.85872849256934","144.98098142028545","5.441595220947514","15/04/2006","16"
"Yarra","2006","4","22","41","57","8","19","30","0","25","29.5660","1.3636","-37.805545457575995","144.98947673373792","2.693541913792115","15/04/2006","11"
"Darebin","2006","4","32","62","87","4","22","54","0","40","32.3580","1.4063","-37.74463433793996","145.00428306945514","8.497919652604839","15/04/2006","32"
"Mornington Peninsula","2006","4","28","48","75","0","30","41","1","37","32.9014","1.5000","-38.31119190710365","145.01114418337005","55.61620933323178","15/04/2006","11"
"Bayside","2006","4","15","33","43","6","20","22","1","23","38.0238","1.7333","-37.94364048585019","145.021164559889","15.519812899460394","15/04/2006","2"
"Stonnington","2006","4","16","25","31","4","12","14","0","17","32.4643","1.3125","-37.85568379437199","145.02369436955246","7.3514917850969","15/04/2006","2"
"Glen Eira","2006","4","18","41","59","4","31","27","0","28","34.8621","1.6111","-37.90104488650351","145.04750952926614","12.467940012434312","15/04/2006","-4"
"Whittlesea","2006","4","20","32","48","3","12","29","1","25","32.1163","1.6000","-37.63283442027365","145.05140494528928","21.543679645702746","15/04/2006","17"
"Boroondara","2006","4","29","52","70","2","34","28","0","35","31.3731","1.5862","-37.82206780308918","145.06173882460183","8.984209162466964","15/04/2006","-6"
"Banyule","2006","4","8","14","20","1","7","9","0","9","34.8750","1.2500","-37.7278095440425","145.09149358862794","14.907359950439762","15/04/2006","2"
"Kingston","2006","4","30","69","83","4","31","46","0","45","37.5185","1.5000","-37.98877645917115","145.0990950514135","23.069686994590715","15/04/2006","15"
"Monash","2006","4","35","70","149","2","80","53","1","47","25.6099","1.4286","-37.89755449339774","145.1294022477621","17.605187634496527","15/04/2006","-27"
"Whitehorse","2006","4","23","38","60","0","26","32","0","33","30.1864","1.5652","-37.82149031535489","145.14705500414811","16.44657139515329","15/04/2006","6"
"Nillumbik","2006","4","5","11","13","1","4","8","0","5","32.7692","1.6000","-37.663741554794456","145.14945578306097","23.477513868562145","15/04/2006","4"
"Frankston","2006","4","23","41","54","2","21","26","0","31","32.8367","1.8261","-38.13656389838331","145.14962700261898","39.66329123548546","15/04/2006","5"
"Manningham","2006","4","17","35","49","0","21","28","0","27","38.3265","1.3529","-37.76959846970741","145.16441307729502","18.575193478436507","15/04/2006","7"
"Greater Dandenong","2006","4","37","68","93","0","32","49","0","52","35.8427","1.4865","-37.973522234381676","145.18704758236277","26.76616931923213","15/04/2006","17"
"Knox","2006","4","28","60","92","1","34","53","1","34","32.4205","1.3929","-37.88769902538419","145.25760680408783","27.417637120213335","15/04/2006","19"
"Strathbogie","2006","4","7","7","14","0","6","8","0","9","28.4286","1.4286","-36.862892054736676","145.2644970927963","108.98017600916705","15/04/2006","2"
"Maroondah","2006","4","16","31","44","0","17","25","2","22","34.0714","1.3750","-37.80984685356074","145.26493828995532","26.77595706590535","15/04/2006","8"
